hgy_id,location,brand,kind,slug,classification,quality,source_url,excerpt
HGY_NGStYUdZn1ur6ZXx2gNf1MPCo,UFC Gym 荻窪,UFC GYM,capability,discipline-coaching,CONFIRMED_CANDIDATE,Q1,https://ogikubo.ufcgym.co.jp/hyrox/,週間スケジュールにHYROXクラス
HGY_NGStYUdZn1ur6ZXx2gNf1MPCo,UFC Gym 荻窪,UFC GYM,capability,sled-push-pull-space,CONFIRMED_CANDIDATE,Q1,https://ogikubo.ufcgym.co.jp/hyrox/,スレッド設備とフラットトレーニングレーンを完備
HGY_QPyi483gAfTjVXv2QoNn5d55m,原宿東京,Gold's Gym,equipment,ski-erg,CONFIRMED_CANDIDATE,Q2,https://www.goldsgym.jp/shop/harajuku-tokyo/,新たにCENTR スキーエルゴを導入
HGY_QPyi483gAfTjVXv2QoNn5d55m,原宿東京,Gold's Gym,equipment,row-erg,CONFIRMED_CANDIDATE,Q2,https://www.goldsgym.jp/shop/harajuku-tokyo/,新たにCENTR ローワーを導入
HGY_QPyi483gAfTjVXv2QoNn5d55m,原宿東京,Gold's Gym,equipment,farmers-carry-implements,CONFIRMED_CANDIDATE,Q2,https://www.goldsgym.jp/shop/harajuku-tokyo/,新たにCENTR ケトルベルを導入
HGY_QPyi483gAfTjVXv2QoNn5d55m,原宿東京,Gold's Gym,equipment,wall-ball-target,CONFIRMED_CANDIDATE,Q2,https://www.goldsgym.jp/shop/harajuku-tokyo/,新たにCENTR ウォールボールボードを導入
HGY_QPyi483gAfTjVXv2QoNn5d55m,原宿東京,Gold's Gym,equipment,treadmill,CONFIRMED_CANDIDATE,Q2,https://www.goldsgym.jp/shop/harajuku-tokyo/,カーディオエリアにトレッドミル
HGY_QPyi483gAfTjVXv2QoNn5d55m,原宿東京,Gold's Gym,equipment,sandbag,OBSERVED_NOT_CANDIDATE,Q2,https://www.goldsgym.jp/shop/harajuku-tokyo/,格闘技スタジオでサンドバッグ打撃練習
HGY_x72wxyNcqCoMCbZxzQkr7nHAk,浦安千葉,Gold's Gym,equipment,farmers-carry-implements,CONFIRMED_CANDIDATE,Q2,https://www.goldsgym.jp/shop/urayasu-chiba/,浦安店にケトルベルを設置
HGY_x72wxyNcqCoMCbZxzQkr7nHAk,浦安千葉,Gold's Gym,equipment,sandbag,OBSERVED_NOT_CANDIDATE,Q2,https://www.goldsgym.jp/shop/urayasu-chiba/,格闘技スタジオでサンドバッグ打撃練習
HGY_Yvk64SmAD8pm5EDZ2m9rR02Cx,オレンジセオリーフィットネス自由が丘,Orangetheory Fitness,equipment,row-erg,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ローイングマシンでの持久力&パワートレーニング
HGY_Yvk64SmAD8pm5EDZ2m9rR02Cx,オレンジセオリーフィットネス自由が丘,Orangetheory Fitness,equipment,weighted-sled,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,公式器具としてスレッドを完備
HGY_Yvk64SmAD8pm5EDZ2m9rR02Cx,オレンジセオリーフィットネス自由が丘,Orangetheory Fitness,equipment,farmers-carry-implements,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ファーマーズキャリーを使ったトレーニング
HGY_Yvk64SmAD8pm5EDZ2m9rR02Cx,オレンジセオリーフィットネス自由が丘,Orangetheory Fitness,equipment,sandbag,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,公式器具としてサンドバッグを完備
HGY_Yvk64SmAD8pm5EDZ2m9rR02Cx,オレンジセオリーフィットネス自由が丘,Orangetheory Fitness,equipment,treadmill,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,トレッドミルによる持久力&スピードトレーニング
HGY_Yvk64SmAD8pm5EDZ2m9rR02Cx,オレンジセオリーフィットネス自由が丘,Orangetheory Fitness,capability,discipline-coaching,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,認定コーチが一人ひとりのレベルに合わせて指導
HGY_Yvk64SmAD8pm5EDZ2m9rR02Cx,オレンジセオリーフィットネス自由が丘,Orangetheory Fitness,capability,competition-simulation,CONFIRMED_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,全15店舗にて本番さながらのトレーニングクラスを開催
HGY_Yvk64SmAD8pm5EDZ2m9rR02Cx,オレンジセオリーフィットネス自由が丘,Orangetheory Fitness,equipment,wall-ball-target,REVIEW_REQUIRED,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,ウォールボールを使ったトレーニング
HGY_Yvk64SmAD8pm5EDZ2m9rR02Cx,オレンジセオリーフィットネス自由が丘,Orangetheory Fitness,equipment,ski-erg,OBSERVED_NOT_CANDIDATE,Q2,https://www.orangetheoryfitness.co.jp/hyrox/,HYROXの8種目説明にスキーエルゴを掲載
