"hgy_external_id","hyrox_official_name","original_blocker","facility_authority_url","postal_code","prefecture","city","canonical_name","matched_location_id","matched_location_slug","proposed_slug","final_classification","resolution_reason","unresolved_gaps"
"HGY_lpqlTA67YHaPgwogB58Qkb8tz","POTRERO","SOCIAL_BOOKING_HOSTED_ONLY","https://www.instagram.com/potrero202310/","1850012","東京都","国分寺市","POTRERO","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority"
"HGY_LUMiZByOSjT9LQQgyPQdvMSCE","THE PICKLE BANG THEORY","POSTAL_AUTHORITY_GAP","https://www.thepicklebang.com/","2720021","千葉県","市川市","THE PICKLE BANG THEORY","","","the-pickle-bang-theory-2720021","NEW_LOCATION_READY","Governing, facility, postal, coordinate, brand, and duplicate preconditions are complete",""
"HGY_mAUikrooxzoDevlGFVY7yXt3l","Gold‘s Gym Maebashi Inter","MISSING_OFFICIAL_URL","https://www.goldsgym.jp/shop/maebashi-inter/","3700001","群馬県","高崎市","ゴールドジム 前橋インター","","","hyrox-training-club-3700001","NEW_LOCATION_READY","Official branch page confirms 前橋インター and 中尾町44.",""
"HGY_MBiqaWicnf0xZ4Ftz9b8aMRTE","オレンジセオリーフィットネス麻布十番","POSTAL_AUTHORITY_GAP","https://www.orangetheoryfitness.co.jp/azabujuban/","1060045","東京都","港区","オレンジセオリーフィットネス麻布十番","","","hyrox-training-club-1060045","NEW_LOCATION_READY","Governing, facility, postal, coordinate, brand, and duplicate preconditions are complete",""
"HGY_minG8KdzMB6B4YLlOLzHWcOKn","CrossFit Matsumoto","POSTAL_AUTHORITY_GAP","https://crossfitmatsumoto.com/","3990036","長野県","松本市","CrossFit Matsumoto","","","crossfit-matsumoto-3990036","NEW_LOCATION_READY","Governing, facility, postal, coordinate, brand, and duplicate preconditions are complete",""
"HGY_mSkoLyCWJwPT39x02V3w0hu0t","ELITEGYM","MISSING_OFFICIAL_URL","","5500005","大阪府","大阪市西区","ELITEGYM","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_n4xTGpLhdouLv9TzuLk2J1OoV","オレンジセオリーフィットネス溝の口","POSTAL_AUTHORITY_GAP","https://www.orangetheoryfitness.co.jp/mizonokuchi/","2130001","神奈川県","川崎市高津区","オレンジセオリーフィットネス溝の口","","","hyrox-training-club-2130001","NEW_LOCATION_READY","Governing, facility, postal, coordinate, brand, and duplicate preconditions are complete",""
"HGY_NGStYUdZn1ur6ZXx2gNf1MPCo","UFC Gym Ogikubo","MISSING_OFFICIAL_URL","https://ogikubo.ufcgym.co.jp/","1670051","東京都","杉並区","UFC Gym 荻窪","","","ufc-gym-1670051","NEW_LOCATION_READY","Official facility site confirms 荻窪 and 荻窪5-20-5.",""
"HGY_nrmk6sTnBrGkV8zdarIrCOxa6","UBX Nishikasai","MISSING_OFFICIAL_URL","","1340088","東京都","江戸川区","UBX Nishikasai","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_oDeEhxzojI1lC8iPahxfmqnB3","Triangle Co., Ltd.","MISSING_OFFICIAL_URL","","5580043","大阪府","大阪市住吉区","Triangle Co., Ltd.","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_odlnWDpLf7vstauEn9OOylTjB","Deportare Club","MISSING_OFFICIAL_URL","","1060041","東京都","港区","Deportare Club","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_OFeOcuxCgnvAFZl5IgUk1XUd0","Hybrid Beast Sapporo","SOCIAL_BOOKING_HOSTED_ONLY","https://hybridbeast.hacomono.jp/home","0640801","北海道","札幌市中央区","Hybrid Beast Sapporo","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority"
"HGY_OU7kGXxVCornn7wzKRPPXbxCF","セミパーソナルジムLAULE'A50Fitness 本町店","MISSING_OFFICIAL_URL","","5410054","大阪府","大阪市中央区","セミパーソナルジムLAULE'A50Fitness 本町店","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_oY9C1ywaWlEhDuOstuuQngXDg","ENZA HYROX TRAINING CLUB","SOCIAL_BOOKING_HOSTED_ONLY","https://enza.stores.jp/reserve/hyrox","2240036","神奈川県","横浜市都筑区","ENZA HYROX TRAINING CLUB","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority"
"HGY_P4QYjZgyjnKMV2GYc2blZggsY","Red Circle Crossfit Nakagawa","SOCIAL_BOOKING_HOSTED_ONLY","https://www.instagram.com/redcircle_crossfit/","2240001","神奈川県","横浜市都筑区","Red Circle Crossfit Nakagawa","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority"
"HGY_PHT5uoCZZO2tEyxMU4ImHO4EL","CrossFit Motomachi","MISSING_OFFICIAL_URL","","6500022","兵庫県","神戸市中央区","CrossFit Motomachi","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_qaUKe9XHM4Dt1rhd2sHFQEumQ","BANYAN ROOTS Fitness","MISSING_OFFICIAL_URL","","9012401","沖縄県","中頭郡中城村","BANYAN ROOTS Fitness","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_QFXRcpJLiJTC7URRjjI95KhmK","セミパーソナルジムLAULE'A50Fitness 天満橋店","MISSING_OFFICIAL_URL","","5400008","大阪府","大阪市中央区","セミパーソナルジムLAULE'A50Fitness 天満橋店","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_QK799RP2OcY1gOAl2xwpkHa4b","MUSCLE GATE HOTEL GYM BOUTIQUE Powered by GOLD`S GYM","POSTAL_AUTHORITY_GAP","https://www.musclegate-hotelgymboutique.com/","5420085","大阪府","大阪市中央区","MUSCLE GATE HOTEL GYM BOUTIQUE Powered by GOLD`S GYM","","","muscle-gate-hotel-gym-boutique-powered-by-golds-gym","NEW_LOCATION_READY","Governing, facility, postal, coordinate, brand, and duplicate preconditions are complete",""
"HGY_qOcqK0E94UdIHKuNFcMIRpvhf","FREESTYLE FITNESS","MISSING_OFFICIAL_URL","","6500011","兵庫県","神戸市中央区","FREESTYLE FITNESS","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_RFVnw99mAdpSM2kA6DzbK0fwO","CrossFit  SETAGAYA","MISSING_OFFICIAL_URL","","1540023","東京都","世田谷区","CrossFit  SETAGAYA","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_Sb90tuf5xROH384KcSvEVpVhk","Bright Enoshima | HYROX","SOCIAL_BOOKING_HOSTED_ONLY","https://www.instagram.com/bright_enoshima/","2480033","神奈川県","鎌倉市","Bright Enoshima | HYROX","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority"
"HGY_sbFQoJaYts6eUUShzWUC6e8sv","Beequick Fitness　Kasugai  oshisawadai","POSTAL_AUTHORITY_GAP","https://www.beequick.jp/location/kasugaioshizawadai/","4870005","愛知県","春日井市","Beequick Fitness　Kasugai  oshisawadai","","","beequick-fitness-kasugai-oshisawadai","NEW_LOCATION_READY","Governing, facility, postal, coordinate, brand, and duplicate preconditions are complete",""
"HGY_sIzr19G0LhmZpHzUhEJpv2QLx","ReXeR Tokyo","OFFICIAL_SITE_UNREACHABLE","https://rexer-tokyo.style/","1070062","東京都","港区","ReXeR Tokyo","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority"
"HGY_sm5NKgjNHsZ3iblInhUUK5sXp","B-fitPrime服部緑地","MISSING_OFFICIAL_URL","","5610873","大阪府","豊中市","B-fitPrime服部緑地","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_SuW4zEnJyABlIoQuB6Vhcb55a","J-BOX岡山","MISSING_OFFICIAL_URL","","7000953","岡山県","岡山市北区","J-BOX岡山","","","","SOURCE_CONFLICT","Material governing-body, coordinate, or postal authority conflict","facility identity/address not confirmed by strong first-party authority; postal authority postal_authority_conflict; reliable facility-specific authority URL missing"
"HGY_svy8leyzBW7DDaBLq57FWuNot","BEYOND名古屋駅前店","MISSING_OFFICIAL_URL","https://beyond-gym.com/gym/area/chubu/","4500003","愛知県","名古屋市中村区","BEYOND 名古屋駅前店","","","beyond-4500003","NEW_LOCATION_READY","Official locator confirms 名古屋駅前店 and 名駅南1-18-11.",""
"HGY_TG4052uDtmYS0I70ODdFi7704","CrossFit Otsuka","POSTAL_AUTHORITY_GAP","https://crossfit-otsuka.com/","1700004","東京都","豊島区","CrossFit Otsuka","","","crossfit-otsuka-1700004","NEW_LOCATION_READY","Governing, facility, postal, coordinate, brand, and duplicate preconditions are complete",""
"HGY_THuICnaU3oVt3DAY6FgPgQspb","オレンジセオリーフィットネス池下","POSTAL_AUTHORITY_GAP","https://www.orangetheoryfitness.co.jp/nagoya-yagoto-ikeshita/","4640841","愛知県","名古屋市千種区","オレンジセオリーフィットネス池下","","","","SOURCE_CONFLICT","Duplicate/conflict audit found a material identity collision","duplicate canonical facility URL"
"HGY_TKMAq3PiVcrsYG5AUGSG5qZEN","CrossFit Kofu","POSTAL_AUTHORITY_GAP","https://crossfitkofu.com/","4000053","山梨県","甲府市","CrossFit Kofu","","","crossfit-kofu-4000053","NEW_LOCATION_READY","Governing, facility, postal, coordinate, brand, and duplicate preconditions are complete",""
"HGY_tttU7yUgXd0aaJHOjKg5BCkSn","TOMMY WORKOUT GYM","IDENTITY_ADDRESS_INSUFFICIENT","https://tommyworkout.com/","1530064","東京都","目黒区","TOMMY WORKOUT GYM","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority"
"HGY_tvAvxxWuvtyhwO9dVyMWgnozo","Anytimefitness Urawanakao","MISSING_OFFICIAL_URL","","3360932","埼玉県","さいたま市緑区","Anytimefitness Urawanakao","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_u1B3yXynkPyPxOuTQPXyjceFr","Freeletics Goals","POSTAL_AUTHORITY_GAP","https://www.freeleticsgoals.com/en/","2310011","神奈川県","横浜市中区","Freeletics Goals","","","freeletics-goals-2310011","NEW_LOCATION_READY","Governing, facility, postal, coordinate, brand, and duplicate preconditions are complete",""
"HGY_u1jEfMUhWzm4UY0kr23bbloXw","MYFITNESSアスリートハウス","MISSING_OFFICIAL_URL","","7900813","愛媛県","松山市","MYFITNESSアスリートハウス","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_ubYkZjWhnTcLhpmaPlOYYfzRe","Buddytraining","MISSING_OFFICIAL_URL","","1500012","東京都","渋谷区","Buddytraining","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_uKdKtwcICbq2c8iwKmwqdpxhJ","THEパーソナルトレーニング新潟","MISSING_OFFICIAL_URL","","9500912","新潟県","新潟市中央区","THEパーソナルトレーニング新潟","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_vexROb0W8GM2zgqdqdysd1LYz","Fitness Studio YOU'phoria","MISSING_OFFICIAL_URL","","4640075","愛知県","名古屋市千種区","Fitness Studio YOU'phoria","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_vKVViER7spGFVzDED6QfEMuP5","PATRIOT MOTION CLUB","MISSING_OFFICIAL_URL","","3113115","茨城県","東茨城郡茨城町","PATRIOT MOTION CLUB","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_VtlzLZmJraDc0Q1rWUvkktOkD","SureGym（シュアジム）君津店","MISSING_OFFICIAL_URL","","2991151","千葉県","君津市","SureGym（シュアジム）君津店","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_vVcITNYTt6vBwAbMaLQj58wcw","A Plus CrossFit Takatsuki","SOCIAL_BOOKING_HOSTED_ONLY","https://apf-takatsuki.vercel.app/","5691121","大阪府","高槻市","A Plus CrossFit Takatsuki","","","a-plus-crossfit-takatsuki-5691121","NEW_LOCATION_READY","Governing, facility, postal, coordinate, brand, and duplicate preconditions are complete",""
"HGY_vxpsLHHaOUkkrFxB7welZply6","TRANSIT GYM","SOCIAL_BOOKING_HOSTED_ONLY","https://www.instagram.com/transitgym_shonan/","2510032","神奈川県","藤沢市","TRANSIT GYM","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority"
"HGY_w1kFjCWRyoM7EmvP3I9DYLtEt","Anim Movement Club","MISSING_OFFICIAL_URL","","1560032","","Setagaya","Anim Movement Club","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; postal authority postal_authority_unresolved; reliable facility-specific authority URL missing"
"HGY_w8bQvi3oZi0Uan43p91ImN3MP","エスティフィットネスクラブ","POSTAL_AUTHORITY_GAP","https://estyfitness.com/","4750021","愛知県","半田市","エスティフィットネスクラブ","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","brand semantics unresolved"
"HGY_wre6YfUPBNkfwFN4kIJmeR5gk","B-Revolution×溝の口整体院","IDENTITY_ADDRESS_INSUFFICIENT","https://mizonoguchi-chiro.com/","2130001","神奈川県","川崎市高津区","B-Revolution×溝の口整体院","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority"
"HGY_WwI5XjqwNQ9fVt0tFLF0Y5pTi","GRANDSTONE SKY ATHLETICS","MISSING_OFFICIAL_URL","","6510086","兵庫県","神戸市中央区","GRANDSTONE SKY ATHLETICS","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_wWrNDerG0IQoFDsAo4L7w3io2","MEIJI PARK","POSTAL_AUTHORITY_GAP","https://www.meiji-park.com/","1600013","東京都","新宿区","MEIJI PARK","","","meiji-park-1600013","NEW_LOCATION_READY","Governing, facility, postal, coordinate, brand, and duplicate preconditions are complete",""
"HGY_x5BzXBk4iDcdWkMsTrZyZ2l4f","Shoji Ueda　GYM  dammy","MISSING_OFFICIAL_URL","","2510037","神奈川県","藤沢市","Shoji Ueda　GYM  dammy","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_xC6UC9Za5P4gAkSZBNF8JEHOh","Nack 5 Stadium","MISSING_OFFICIAL_URL","","3300803","埼玉県","さいたま市大宮区","Nack 5 Stadium","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_XotZqvZQHBEFn2JSD3GmfJOy8","Hyex吉祥寺","POSTAL_AUTHORITY_GAP","https://hyex.jp/studio/lp/","1800002","東京都","武蔵野市","Hyex吉祥寺","","","hyex-1800002","NEW_LOCATION_READY","Governing, facility, postal, coordinate, brand, and duplicate preconditions are complete",""
"HGY_XPZszMzcdWvhZx9ZIXD5Qlcvg","Port Tower CrossFit","SOCIAL_BOOKING_HOSTED_ONLY","https://www.porttowercrossfit.com/","6500003","兵庫県","神戸市中央区","Port Tower CrossFit","","","port-tower-crossfit-6500003","NEW_LOCATION_READY","Governing, facility, postal, coordinate, brand, and duplicate preconditions are complete",""
"HGY_XsJSB4jNTUfR4otyZrmg22J81","TrueFitness 吹田 HYROX","MISSING_OFFICIAL_URL","https://true-f.com/","5640027","大阪府","吹田市","TrueFitness 吹田","","","truefitness-5640027","NEW_LOCATION_READY","Official facility site confirms TrueFitness and 吹田市朝日町2-101.",""
"HGY_XtsKlmBFCkXJcX8703QafobrI","Yunami Fitness","IDENTITY_ADDRESS_INSUFFICIENT","https://www.yunamifitness.com/","1310031","東京都","墨田区","Yunami Fitness","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority"
"HGY_xyAU0lT9Vs7V3PVl1H9RJ5g1r","EastCoastPark","SOCIAL_BOOKING_HOSTED_ONLY","https://www.instagram.com/eastcoastpark_sendai/","9840033","宮城県","仙台市若林区","EastCoastPark","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority"
"HGY_yeaRUcBgLaGGSgJ0FWDMnVgd8","UBX Chuorinkan","MISSING_OFFICIAL_URL","","2420007","神奈川県","大和市","UBX Chuorinkan","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_ygO9mHhu9Hbmoszq4sn4Z1Zw0","Crossfit Uninterrupted","OFFICIAL_SITE_UNREACHABLE","https://en.crossfituninterrupted.com/","2200012","神奈川県","横浜市西区","Crossfit Uninterrupted","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority"
"HGY_Yvk64SmAD8pm5EDZ2m9rR02Cx","オレンジセオリーフィットネス自由が丘","POSTAL_AUTHORITY_GAP","https://www.orangetheoryfitness.co.jp/jiyugaoka/","1520035","東京都","目黒区","オレンジセオリーフィットネス自由が丘","","","hyrox-training-club-1520035","NEW_LOCATION_READY","Governing, facility, postal, coordinate, brand, and duplicate preconditions are complete",""
"HGY_YZfgVtrVZUDXC2kDU4ctStVOk","Beequick Fitness　Iga Ninjyanosato","POSTAL_AUTHORITY_GAP","https://www.beequick.jp/location/iganinjanosato/","5180820","三重県","伊賀市","Beequick Fitness　Iga Ninjyanosato","","","beequick-fitness-iga-ninjyanosato","NEW_LOCATION_READY","Governing, facility, postal, coordinate, brand, and duplicate preconditions are complete",""
"HGY_zCI5QN1QMpQrhFiHusfxjG91Z","KJ PERFORMANCE GYM","POSTAL_AUTHORITY_GAP","https://www.kjperformancegym.com/","1420062","東京都","品川区","KJ PERFORMANCE GYM","","","kj-performance-gym-1420062","NEW_LOCATION_READY","Governing, facility, postal, coordinate, brand, and duplicate preconditions are complete",""
"HGY_ZNrEPR3JKwl8MjuiitlbezA4t","WELL KNOT OSAKA","MISSING_OFFICIAL_URL","","5340025","大阪府","大阪市都島区","WELL KNOT OSAKA","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_zsBreyuNEeHdShUZ5TNS4IqCd","BLUE FITNESS 24 ＋studio KACHIDOKI","MISSING_OFFICIAL_URL","","1040054","東京都","中央区","BLUE FITNESS 24 ＋studio KACHIDOKI","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority; reliable facility-specific authority URL missing"
"HGY_zT38XocZWjN6x2A45PNSfsasN","Coone Fitness","IDENTITY_ADDRESS_INSUFFICIENT","https://coonecamp.jp/","3300845","埼玉県","さいたま市大宮区","Coone Fitness","","","","REMAINS_NEEDS_REVIEW","One or more required authority gates remain unresolved","facility identity/address not confirmed by strong first-party authority"
